Ticker,Nome delle partecipazioni,% del valore di mercato,Valore di mercato,Face amount,Cedola/Rendimento,Data di scadenza
COLSM,Inmobiliaria Colonial Socimi SA,"0,0133%","360.891,88 €",400.000,"1,35%",14 ott 2028
ECLEAR,Euroclear Investments SA,"0,0133%","360.440,78 €",400.000,"1,50%",11 apr 2030
RTX,RTX Corp.,"0,0133%","360.407,44 €",400.000,"2,15%",18 mag 2030
AUSGF,Ausgrid Finance Pty Ltd.,"0,0133%","359.838,82 €",448.000,"0,88%",07 ott 2031
TEFP,Technip Energies NV,"0,0133%","359.799,98 €",400.000,"1,13%",28 mag 2028
SLB,Schlumberger Finance BV,"0,0133%","359.560,77 €",400.000,"0,25%",15 ott 2027
DERSTG,Roadster Finance DAC,"0,0133%","359.474,43 €",400.000,"2,38%",08 dic 2027
PG,Procter & Gamble Co.,"0,0133%","359.473,16 €",400.000,"1,25%",25 ott 2029
ENGIFP,Engie SA,"0,0132%","358.730,34 €",500.000,"1,00%",26 ott 2036
,Grand City Properties Finance Sarl,"0,0132%","358.249,02 €",450.000,"6,13%",16 apr 2073
DLR,Digital Euro Finco LLC,"0,0132%","358.122,38 €",400.000,"1,13%",09 apr 2028
SUMIBK,Sumitomo Mitsui Financial Group Inc.,"0,0132%","358.091,02 €",400.000,"0,30%",28 ott 2027
OTEVFH,Metso Oyj,"0,0132%","358.049,10 €",400.000,"0,88%",26 mag 2028
RDSALN,Shell International Finance BV,"0,0132%","357.848,82 €",400.000,"0,13%",08 nov 2027
EQTSS,EQT AB,"0,0132%","357.808,60 €",400.000,"2,88%",06 apr 2032
SCGAU,Scentre Group Trust 1 / Scentre Group Trust 2,"0,0132%","357.686,86 €",400.000,"1,45%",28 mar 2029
ORAFP,Orange SA,"0,0132%","357.529,09 €",400.000,"1,75%",31 dic 2079
BACRED,Mediobanca Banca di Credito Finanziario SPA,"0,0131%","356.319,85 €",400.000,"1,00%",17 lug 2029
VW,Volkswagen International Finance NV,"0,0131%","355.897,59 €",400.000,"1,63%",16 gen 2030
ERSTBK,Erste Group Bank AG,"0,0131%","355.674,86 €",400.000,"0,88%",15 nov 2032
VIEFP,Veolia Environnement SA,"0,0131%","355.644,04 €",300.000,"6,13%",25 nov 2033
WKLNA,Wolters Kluwer NV,"0,0131%","353.880,32 €",400.000,"0,25%",30 mar 2028
SIEGR,Siemens Financieringsmaatschappij NV,"0,013%","353.119,80 €",378.000,"1,00%",06 set 2027
GFCFP,Gecina SA,"0,013%","352.705,40 €",400.000,"2,00%",30 giu 2032
GFCFP,Gecina SA,"0,013%","352.225,15 €",500.000,"0,88%",30 giu 2036
WHR,Whirlpool EMEA Finance Sarl,"0,013%","352.160,60 €",400.000,"0,50%",20 feb 2028
BAYNGR,Bayer AG,"0,013%","351.980,36 €",350.000,"4,00%",26 ago 2026
ESSITY,Essity Capital BV,"0,013%","351.578,89 €",400.000,"0,25%",15 set 2029
KBCBB,KBC Group NV,"0,013%","351.161,30 €",400.000,"0,13%",14 gen 2029
AKFAST,Akelius Residential Property Financing BV,"0,0129%","351.028,97 €",400.000,"1,00%",17 gen 2028
ERSTBK,Erste Group Bank AG,"0,0129%","350.757,88 €",400.000,"0,13%",17 mag 2028
AGCO,AGCO International Holdings BV,"0,0129%","348.505,69 €",400.000,"0,80%",06 ott 2028
CRLOG,Credit Logement SA,"0,0129%","348.429,53 €",400.000,"1,08%",15 feb 2034
ORAFP,Orange SA,"0,0128%","348.218,56 €",400.000,"1,63%",07 apr 2032
SIKA,Sika Capital BV,"0,0128%","348.066,66 €",400.000,"1,50%",29 apr 2031
FMEGR,Fresenius Medical Care AG,"0,0128%","347.950,88 €",400.000,"1,50%",29 mag 2030
ACAFP,Credit Agricole SA,"0,0128%","347.420,10 €",400.000,"0,50%",21 set 2029
,Aroundtown Finance Sarl,"0,0128%","347.039,98 €",600.000,"5,00%",16 lug 2072
,Lloyds Banking Group plc,"0,0128%","346.655,73 €",350.000,"3,88%",14 mag 2032
VRLAFP,Verallia SA,"0,0127%","345.460,53 €",400.000,"1,88%",10 nov 2031
NGGLN,National Grid plc,"0,0127%","345.373,93 €",400.000,"0,25%",01 set 2028
GOOEUR,GELF Bond Issuer I SA,"0,0127%","344.857,17 €",400.000,"1,13%",18 lug 2029
AIB,AIB Group plc,"0,0127%","344.708,85 €",350.000,"2,25%",03 lug 2025
BALDER,Fastighets AB Balder,"0,0127%","344.132,98 €",400.000,"1,25%",28 gen 2028
DNFSDC,Danfoss Finance I BV,"0,0127%","344.078,45 €",400.000,"0,38%",28 ott 2028
ADRIT,Aeroporti di Roma SPA,"0,0127%","343.990,30 €",400.000,"1,75%",30 lug 2031
KYGID,Kerry Group Financial Services Unltd Co.,"0,0127%","343.882,52 €",400.000,"0,63%",20 set 2029
RENAUL,RCI Banque SA,"0,0126%","342.947,11 €",339.000,"4,50%",06 apr 2027
WOWAU,Woolworths Group Ltd.,"0,0126%","342.615,44 €",400.000,"0,38%",15 nov 2028
ARNDTN,Aroundtown SA,"0,0126%","342.203,63 €",400.000,"1,45%",09 lug 2028
TTEFP,TotalEnergies SE,"0,0126%","342.059,37 €",400.000,"3,25%",31 dic 2079
LYB,LYB International Finance II BV,"0,0126%","342.030,19 €",400.000,"1,63%",17 set 2031
AKEFP,Arkema SA,"0,0126%","341.902,00 €",400.000,"0,75%",03 dic 2029
PLD,Prologis Euro Finance LLC,"0,0126%","341.547,70 €",600.000,"1,50%",10 set 2049
UCGIM,UniCredit SPA,"0,0126%","340.621,39 €",400.000,"1,63%",18 gen 2032
T,AT&T Inc.,"0,0125%","339.607,98 €",400.000,"0,80%",04 mar 2030
ENGIFP,Engie SA,"0,0125%","339.400,08 €",400.000,"1,88%",19 set 2033
,Snam SPA,"0,0125%","339.275,06 €",400.000,,07 dic 2028
BMY,Bristol-Myers Squibb Co.,"0,0125%","339.087,79 €",400.000,"1,75%",15 mag 2035
CARLB,Carlsberg Breweries AS,"0,0125%","338.415,39 €",400.000,"0,63%",09 mar 2030
CKHH,CK Hutchison Europe Finance 21 Ltd.,"0,0125%","337.696,28 €",400.000,"0,75%",02 nov 2029
ANZ,Australia & New Zealand Banking Group Ltd.,"0,0125%","337.558,45 €",360.000,"0,75%",29 set 2026
VWSDC,Vestas Wind Systems Finance BV,"0,0124%","336.333,76 €",400.000,"2,00%",15 giu 2034
APAAU,APA Infrastructure Ltd.,"0,0124%","335.705,40 €",425.000,"1,25%",15 mar 2033
,Volvo Treasury AB,"0,0123%","334.472,36 €",360.000,,18 mag 2026
RIFP,Pernod Ricard SA,"0,0123%","333.431,01 €",400.000,"0,13%",04 ott 2029
MACIFS,ABEILLE VIE SA d'Assurances Vie et de Capitalisation SA,"0,0123%","333.316,71 €",300.000,"6,25%",09 set 2033
MUNHYP,Muenchener Hypothekenbank eG,"0,0123%","333.134,32 €",400.000,"0,38%",09 mar 2029
MWDP,Wendel SE,"0,0123%","332.822,81 €",400.000,"1,00%",01 giu 2031
,Airbus SE,"0,0122%","332.116,14 €",350.000,"0,88%",13 mag 2026
FIREIT,2i Rete Gas SPA,"0,0122%","331.638,23 €",410.000,"0,58%",29 gen 2031
RWE,RWE AG,"0,0122%","331.552,83 €",330.000,"3,63%",13 feb 2029
PM,Philip Morris International Inc.,"0,0122%","331.167,76 €",450.000,"1,88%",06 nov 2037
ANNGR,Vonovia SE,"0,0122%","329.898,81 €",400.000,"2,75%",22 mar 2038
TEREGA,Terega SA,"0,0122%","329.492,46 €",400.000,"0,88%",17 set 2030
ANVAU,AusNet Services Holdings Pty Ltd.,"0,0121%","329.071,75 €",400.000,"0,63%",25 ago 2030
ALTAFP,Altarea SCA,"0,0121%","327.141,25 €",400.000,"1,75%",16 gen 2030
ACHMEA,Achmea BV,"0,0121%","327.071,98 €",300.000,"6,75%",26 dic 2043
LYB,LYB International Finance II BV,"0,0121%","326.913,01 €",350.000,"0,88%",17 set 2026
BOVMV,Bank of Valletta plc,"0,0121%","326.858,57 €",297.000,"10,00%",06 dic 2027
NATUEN,NorteGas Energia Distribucion SA,"0,012%","326.464,57 €",350.000,"2,06%",28 set 2027
ANNGR,Vonovia SE,"0,012%","326.115,56 €",600.000,"1,63%",01 set 2051
BPCEGP,BPCE SA,"0,012%","324.518,81 €",400.000,"1,00%",14 gen 2032
PRIFII,Prologis International Funding II SA,"0,012%","324.054,24 €",350.000,"1,75%",15 mar 2028
DGELN,Diageo Finance plc,"0,012%","324.027,64 €",325.000,"3,50%",26 giu 2025
AZN,AstraZeneca plc,"0,0119%","322.959,25 €",350.000,"1,25%",12 mag 2028
CPUAU,Computershare US Inc.,"0,0119%","322.078,00 €",400.000,"1,13%",07 ott 2031
ULFP,Unibail-Rodamco-Westfield SE,"0,0119%","321.947,77 €",346.000,"1,13%",28 apr 2027
SAGAX,Sagax AB,"0,0119%","321.584,08 €",350.000,"1,13%",30 gen 2027
ANESM,Acciona Energia Financiacion Filiales SA,"0,0119%","321.557,00 €",400.000,"1,38%",26 gen 2032
RWE,RWE AG,"0,0118%","320.514,25 €",417.000,"1,00%",26 nov 2033
PRIFII,Prologis International Funding II SA,"0,0118%","320.223,10 €",375.000,"0,88%",09 lug 2029
,NIBC Bank NV,"0,0118%","320.016,78 €",300.000,"6,00%",16 nov 2028
TMO,Thermo Fisher Scientific Inc.,"0,0118%","319.943,50 €",350.000,"2,38%",15 apr 2032
,Banca Popolare di Sondrio SPA,"0,0118%","319.915,12 €",322.000,"4,13%",04 giu 2030
BACRED,Mediobanca Banca di Credito Finanziario SPA,"0,0118%","318.988,80 €",350.000,"0,75%",15 lug 2027
ENAPHO,EP Infrastructure AS,"0,0118%","318.718,18 €",400.000,"1,82%",02 mar 2031
LIN,Linde Finance BV,"0,0118%","318.609,94 €",400.000,"0,55%",19 mag 2032
GBLBBB,Groupe Bruxelles Lambert NV,"0,0117%","316.747,65 €",400.000,"0,13%",28 gen 2031
BALDER,Balder Finland Oyj,"0,0116%","314.405,45 €",400.000,"1,38%",24 mag 2030
IREIM,Iren SPA,"0,0116%","314.312,48 €",400.000,"0,25%",17 gen 2031
SKGID,Smurfit Kappa Treasury ULC,"0,0116%","313.580,79 €",400.000,"1,00%",22 set 2033
BASGR,BASF SE,"0,0116%","313.438,81 €",300.000,"4,50%",08 mar 2035
REPSM,Repsol Europe Finance Sarl,"0,0116%","313.395,70 €",400.000,"0,88%",06 lug 2033
TMO,Thermo Fisher Scientific Inc.,"0,0116%","313.334,72 €",350.000,"0,50%",01 mar 2028
BPLN,BP Capital Markets BV,"0,0116%","313.240,26 €",500.000,"0,93%",04 dic 2040
DECFP,JCDecaux SE,"0,0115%","312.276,57 €",300.000,"5,00%",11 gen 2029
SRGIM,Snam SPA,"0,0115%","311.794,28 €",400.000,"1,25%",20 giu 2034
,Sumitomo Mitsui Financial Group Inc.,"0,0115%","311.791,48 €",300.000,"4,49%",12 giu 2030
,A1 Towers Holding GmbH,"0,0115%","311.547,85 €",300.000,"5,25%",13 lug 2028
RAIFFS,Raiffeisen Schweiz Genossenschaft,"0,0115%","310.876,35 €",300.000,"4,84%",03 nov 2028
JYBC,Jyske Bank A/S,"0,0114%","310.386,64 €",300.000,"5,50%",16 nov 2027
CARLB,Carlsberg Breweries AS,"0,0114%","309.958,37 €",300.000,"4,25%",05 ott 2033
DT,Deutsche Telekom AG,"0,0114%","309.686,32 €",360.000,"2,25%",29 mar 2039
NDAQ,Nasdaq Inc.,"0,0114%","309.010,32 €",400.000,"0,90%",30 lug 2033
NYKRE,Nykredit Realkredit AS,"0,0114%","308.883,79 €",300.000,"5,50%",29 dic 2032
KPN,Koninklijke KPN NV,"0,0114%","308.346,70 €",400.000,"0,88%",15 nov 2033
AIB,AIB Group plc,"0,0113%","307.457,57 €",300.000,"4,63%",23 lug 2029
,Givaudan Finance Europe BV,"0,0113%","307.281,45 €",300.000,"4,13%",28 nov 2033
LEGGR,LEG Immobilien SE,"0,0113%","307.138,02 €",400.000,"1,00%",19 nov 2032
MWDP,Wendel SE,"0,0113%","307.055,61 €",300.000,"4,50%",19 giu 2030
ORIX,ORIX Corp.,"0,0113%","306.944,06 €",300.000,"4,48%",01 giu 2028
,Slovenska Sporitelna AS,"0,0113%","306.747,91 €",300.000,"5,38%",04 ott 2028
DSVDC,DSV Finance BV,"0,0113%","306.074,44 €",400.000,"0,75%",05 lug 2033
PHIANA,Koninklijke Philips NV,"0,0113%","306.002,23 €",300.000,"4,25%",08 set 2031
BCPPL,Banco Comercial Portugues SA,"0,0113%","305.806,58 €",300.000,"5,63%",02 ott 2026
FREGR,Fresenius Finance Ireland plc,"0,0112%","304.790,85 €",325.000,"3,00%",30 gen 2032
ENAPHO,EP Infrastructure AS,"0,0112%","304.413,95 €",350.000,"2,05%",09 ott 2028
BMW,BMW Finance NV,"0,0112%","304.347,41 €",300.000,"3,88%",04 ott 2028
CDTFIN,Cadent Finance plc,"0,0112%","303.981,02 €",300.000,"4,25%",05 lug 2029
,Crelan SA,"0,0112%","303.862,43 €",300.000,"5,38%",30 apr 2035
,Metso Oyj,"0,0112%","303.588,08 €",300.000,"4,38%",22 nov 2030
KO,Coca-Cola Co.,"0,0112%","302.995,68 €",400.000,"1,10%",02 set 2036
,Leasys SPA,"0,0112%","302.578,09 €",300.000,"4,50%",26 lug 2026
,Molnlycke Holding AB,"0,0111%","301.789,00 €",300.000,"4,25%",08 set 2028
,BPER Banca SPA,"0,0111%","301.738,11 €",300.000,"4,25%",20 feb 2030
VWSDC,Vestas Wind Systems A/S,"0,0111%","301.645,19 €",300.000,"4,13%",15 giu 2031
,Arkema SA,"0,0111%","300.786,28 €",300.000,"4,80%",25 mar 2073
,ORIX Corp.,"0,0111%","299.700,00 €",300.000,"3,78%",29 mag 2029
RENAUL,RCI Banque SA,"0,011%","298.591,42 €",300.000,"3,88%",12 gen 2029
TELIAS,Telia Co. AB,"0,011%","298.518,76 €",300.000,"3,50%",05 set 2033
RIFP,Pernod Ricard SA,"0,011%","298.441,36 €",300.000,"3,75%",15 set 2033
,Atradius Credito y Caucion SA de Seguros y Reaseguros,"0,011%","298.002,80 €",300.000,"5,00%",17 apr 2034
MIZUHO,Mizuho Financial Group Inc.,"0,011%","297.969,34 €",300.000,"3,49%",05 set 2027
ROSW,Roche Finance Europe BV,"0,011%","297.957,59 €",300.000,"3,20%",27 ago 2029
,Traton Finance Luxembourg SA,"0,011%","297.934,43 €",300.000,"3,75%",27 mar 2027
,Lloyds Banking Group plc,"0,011%","297.914,12 €",300.000,"4,38%",05 apr 2034
HEIBOS,Heimstaden Bostad Treasury BV,"0,011%","297.907,86 €",419.000,"1,63%",13 ott 2031
,Leasys SPA,"0,011%","297.218,30 €",300.000,"3,88%",01 mar 2028
,MTU Aero Engines AG,"0,011%","297.028,88 €",300.000,"3,00%",01 lug 2025
SYK,Stryker Corp.,"0,0109%","296.821,98 €",300.000,"3,38%",11 dic 2028
,SpareBank 1 SMN,"0,0109%","296.764,16 €",300.000,"3,13%",22 dic 2025
IGIM,Italgas SPA,"0,0109%","296.521,02 €",400.000,"0,50%",16 feb 2033
BERTEL,Bertelsmann SE & Co. KGaA,"0,0109%","296.398,90 €",300.000,"3,50%",29 mag 2029
CMARK,Credit Mutuel Arkea SA,"0,0109%","296.340,49 €",300.000,"3,25%",01 giu 2026
,Knorr-Bremse AG,"0,0109%","295.972,59 €",300.000,"3,25%",21 set 2027
,Unilever Finance Netherlands BV,"0,0109%","295.892,18 €",300.000,"3,50%",15 feb 2037
,Snam SPA,"0,0109%","295.870,05 €",300.000,"3,38%",19 feb 2028
TELBSS,Tele2 AB,"0,0109%","295.109,76 €",350.000,"0,75%",23 mar 2031
,Autostrade per l'Italia SPA,"0,0109%","295.080,12 €",300.000,"4,63%",28 feb 2036
ERSTBK,Erste Group Bank AG,"0,0109%","294.653,01 €",300.000,"4,00%",07 giu 2033
GBLBBB,Groupe Bruxelles Lambert NV,"0,0109%","294.402,07 €",300.000,"1,88%",19 giu 2025
,Honeywell International Inc.,"0,0108%","294.090,03 €",300.000,"3,75%",01 mar 2036
,Schneider Electric SE,"0,0108%","293.492,08 €",300.000,"3,00%",10 gen 2031
ODGR,O2 Telefonica Deutschland Finanzierungs GmbH,"0,0108%","293.198,44 €",300.000,"1,75%",05 lug 2025
DPWGR,DHL Group,"0,0108%","293.147,98 €",305.000,"1,25%",01 apr 2026
SKFBSS,SKF AB,"0,0108%","292.780,59 €",300.000,"3,13%",14 set 2028
ADSGR,adidas AG,"0,0108%","292.775,63 €",400.000,"0,63%",10 set 2035
VIVFP,Vivendi SE,"0,0108%","292.758,49 €",300.000,"0,63%",11 giu 2025
BPPEHX,Blackstone Property Partners Europe Holdings Sarl,"0,0108%","292.557,07 €",300.000,"2,20%",24 lug 2025
BNP,BNP Paribas SA,"0,0108%","292.485,32 €",300.000,"2,38%",20 nov 2030
,OP Corporate Bank plc,"0,0108%","292.434,33 €",350.000,"0,75%",24 mar 2031
EDPPL,EDP Finance BV,"0,0108%","292.427,66 €",300.000,"1,88%",13 ott 2025
BX,Blackstone Holdings Finance Co. LLC,"0,0108%","292.127,26 €",300.000,"3,50%",01 giu 2034
FMUFP,Covivio Hotels SACA,"0,0107%","291.323,06 €",300.000,"1,88%",24 set 2025
ENELIM,Enel SPA,"0,0107%","291.312,25 €",300.000,"3,38%",24 nov 2081
TELEFO,Telefonica Emisiones SA,"0,0107%","291.126,76 €",300.000,"2,93%",17 ott 2029
ACAFP,Credit Agricole SA,"0,0107%","290.702,79 €",300.000,"2,63%",17 mar 2027
EDPPL,EDP Finance BV,"0,0107%","290.399,03 €",300.000,"1,63%",26 gen 2026
NOKIA,Nokia Oyj,"0,0107%","290.180,53 €",300.000,"2,00%",11 mar 2026
,KION Group AG,"0,0107%","290.011,96 €",300.000,"1,63%",24 set 2025
CCEP,Coca-Cola Europacific Partners plc,"0,0107%","289.747,18 €",300.000,"1,75%",27 mar 2026
THAMES,Thames Water Utilities Finance plc,"0,0107%","289.641,48 €",400.000,"1,25%",31 gen 2032
NEPSJ,NE Property BV,"0,0107%","289.567,76 €",300.000,"3,38%",14 lug 2027
NYKRE,Nykredit Realkredit AS,"0,0107%","289.507,98 €",300.000,"0,50%",10 lug 2025
KO,Coca-Cola Co.,"0,0107%","289.235,18 €",300.000,"1,88%",22 set 2026
STERV,Stora Enso Oyj,"0,0106%","288.541,80 €",300.000,"2,50%",07 giu 2027
ALVGR,Allianz Finance II BV,"0,0106%","288.131,38 €",300.000,"0,88%",15 gen 2026
RCFFP,Teleperformance SE,"0,0106%","288.023,29 €",300.000,"3,75%",24 giu 2029
SHBASS,Svenska Handelsbanken AB,"0,0106%","287.799,23 €",300.000,"3,25%",01 giu 2033
PKI,Revvity Inc.,"0,0106%","287.713,36 €",300.000,"1,88%",19 lug 2026
CASHSM,Prosegur Cash SA,"0,0106%","287.658,16 €",300.000,"1,38%",04 feb 2026
SCRSBE,Silfin NV,"0,0106%","287.229,65 €",300.000,"2,88%",11 apr 2027
ABNANV,ABN AMRO Bank NV,"0,0106%","287.172,17 €",300.000,"3,00%",01 giu 2032
,Vier Gas Transport GmbH,"0,0106%","287.161,66 €",400.000,"0,50%",10 set 2034
ADNA,Koninklijke Ahold Delhaize NV,"0,0106%","287.072,29 €",300.000,"1,13%",19 mar 2026
ENGIFP,Engie SA,"0,0106%","287.059,27 €",300.000,"1,00%",13 mar 2026
CMCSA,Comcast Corp.,"0,0106%","286.622,92 €",400.000,"1,25%",20 feb 2040
BFCM,Banque Federative du Credit Mutuel SA,"0,0105%","285.245,39 €",300.000,"2,50%",25 mag 2028
TKAAV,Telekom Finanzmanagement GmbH,"0,0105%","285.210,69 €",300.000,"1,50%",07 dic 2026
HEIANA,Heineken NV,"0,0105%","285.164,59 €",300.000,"1,00%",04 mag 2026
AKEFP,Arkema SA,"0,0105%","284.967,26 €",300.000,"1,50%",21 gen 2169
CL,Colgate-Palmolive Co.,"0,0105%","284.582,15 €",300.000,"0,50%",06 mar 2026
EEFT,Euronet Worldwide Inc.,"0,0105%","284.041,73 €",300.000,"1,38%",22 mag 2026
ITW,Illinois Tool Works Inc.,"0,0105%","283.755,77 €",300.000,"3,00%",19 mag 2034
FMEGR,Fresenius Medical Care AG,"0,0105%","283.657,76 €",300.000,"1,00%",29 mag 2026
ADRIT,Aeroporti di Roma SPA,"0,0105%","283.602,39 €",300.000,"1,63%",08 giu 2027
APH,Amphenol Technologies Holding GmbH,"0,0105%","283.478,67 €",300.000,"2,00%",08 ott 2028
CTPNV,CTP NV,"0,0105%","283.388,91 €",300.000,"0,88%",20 gen 2026
VOWIBA,Volksbank Wien AG,"0,0104%","282.906,89 €",300.000,"0,88%",23 mar 2026
DPWGR,DHL Group,"0,0104%","282.853,16 €",300.000,"0,38%",20 mag 2026
ANVAU,AusNet Services Holdings Pty Ltd.,"0,0104%","282.691,83 €",300.000,"1,50%",26 feb 2027
REESM,Red Electrica Financiaciones SAU,"0,0104%","282.681,68 €",300.000,"1,25%",13 mar 2027
SUFP,Schneider Electric SE,"0,0104%","282.487,84 €",300.000,"0,88%",13 dic 2026
ITVLN,ITV plc,"0,0104%","282.466,16 €",300.000,"1,38%",26 set 2026
AIRFP,Airbus Finance BV,"0,0104%","282.044,26 €",300.000,"2,13%",29 ott 2029
BKTSM,Bankinter SA,"0,0104%","282.026,69 €",300.000,"0,88%",08 lug 2026
DBOERS,Deutsche Boerse AG,"0,0104%","281.997,70 €",300.000,,22 feb 2026
EXOIM,EXOR NV,"0,0104%","281.702,93 €",300.000,"1,75%",18 gen 2028
JDEPNA,JDE Peet's NV,"0,0104%","281.634,29 €",300.000,,16 gen 2026
JABHOL,JAB Holdings BV,"0,0104%","281.629,31 €",300.000,"2,50%",25 giu 2029
TPEPW,Tauron Polska Energia SA,"0,0104%","281.373,05 €",300.000,"2,38%",05 lug 2027
INVSA,Investor AB,"0,0104%","281.247,12 €",400.000,"0,38%",29 ott 2035
,Hannover Rueck SE,"0,0104%","281.210,33 €",300.000,"1,13%",18 apr 2028
DGELN,Diageo Finance plc,"0,0104%","281.075,82 €",300.000,"1,50%",22 ott 2027
INVES,Investec Bank plc,"0,0104%","281.050,60 €",300.000,"0,50%",17 feb 2027
LRESM,Lar Espana Real Estate Socimi SA,"0,0104%","280.845,60 €",300.000,"1,75%",22 lug 2026
PRIFII,Prologis International Funding II SA,"0,0104%","280.753,82 €",300.000,"3,13%",01 giu 2031
CAPFP,Capgemini SE,"0,0103%","280.611,01 €",300.000,"2,00%",15 apr 2029
ORAFP,Orange SA,"0,0103%","280.466,96 €",300.000,"1,25%",07 lug 2027
ASML,ASML Holding NV,"0,0103%","280.407,90 €",300.000,"2,25%",17 mag 2032
PRIFII,Prologis International Funding II SA,"0,0103%","279.963,85 €",375.000,"0,75%",23 mar 2033
ANNGR,Vonovia SE,"0,0103%","279.826,61 €",300.000,"0,63%",09 lug 2026
MIZUHO,Mizuho Financial Group Inc.,"0,0103%","279.620,40 €",300.000,"1,60%",10 apr 2028
CCEP,Coca-Cola Europacific Partners plc,"0,0103%","279.394,98 €",300.000,"1,75%",26 mag 2028
SSELN,SSE plc,"0,0103%","279.205,32 €",300.000,"1,38%",04 set 2027
ABESM,Abertis Infraestructuras SA,"0,0103%","279.079,41 €",300.000,"1,00%",27 feb 2027
DAIGR,Mercedes-Benz International Finance BV,"0,0103%","279.045,92 €",300.000,"0,38%",08 nov 2026
VIEFP,Veolia Environnement SA,"0,0103%","278.637,74 €",300.000,,09 giu 2026
ULFP,Unibail-Rodamco-Westfield SE,"0,0103%","278.504,63 €",300.000,"1,00%",27 feb 2027
EQTSS,EQT AB,"0,0103%","278.489,75 €",350.000,"0,88%",14 mag 2031
INTNED,ING Groep NV,"0,0103%","278.329,82 €",300.000,"1,38%",11 gen 2028
BCRED,Blackstone Private Credit Fund,"0,0102%","277.800,97 €",300.000,"1,75%",30 nov 2026
ITW,Illinois Tool Works Inc.,"0,0102%","277.777,52 €",300.000,"2,13%",22 mag 2030
BMW,BMW Finance NV,"0,0102%","277.322,13 €",300.000,"1,13%",10 gen 2028
ULFP,Unibail-Rodamco-Westfield SE,"0,0102%","277.297,49 €",300.000,"1,50%",22 feb 2028
IBM,International Business Machines Corp.,"0,0102%","277.230,00 €",400.000,"1,20%",11 feb 2040
,Metropolitan Life Global Funding I,"0,0102%","277.174,74 €",275.000,"3,75%",07 dic 2031
WERFEN,Werfen SA/Spain,"0,0102%","276.314,68 €",300.000,"0,50%",28 ott 2026
BSX,American Medical Systems Europe BV,"0,0102%","276.300,14 €",300.000,"1,38%",08 mar 2028
PBBGR,Deutsche Pfandbriefbank AG,"0,0102%","275.930,28 €",300.000,"0,25%",27 ott 2025
SIEGR,Siemens Financieringsmaatschappij NV,"0,0102%","275.514,79 €",300.000,"0,90%",28 feb 2028
PHIANA,Koninklijke Philips NV,"0,0102%","275.321,54 €",300.000,"1,38%",02 mag 2028
DAIGR,Mercedes-Benz Group AG,"0,0101%","274.915,15 €",300.000,"2,00%",27 feb 2031
PM,Philip Morris International Inc.,"0,0101%","274.829,78 €",350.000,"2,00%",09 mag 2036
NIBCAP,NIBC Bank NV,"0,0101%","274.418,15 €",300.000,"0,88%",24 giu 2027
ENFP,Bouygues SA,"0,0101%","274.175,66 €",300.000,"1,13%",24 lug 2028
VIEFP,Veolia Environnement SA,"0,0101%","274.099,25 €",300.000,"1,25%",19 mag 2028
VGASDE,Vier Gas Transport GmbH,"0,0101%","273.853,27 €",300.000,"1,50%",25 set 2028
,ASR Nederland NV,"0,0101%","273.731,30 €",275.000,"3,63%",12 dic 2028
,Kering SA,"0,0101%","273.405,59 €",300.000,"1,88%",05 mag 2030
LAMART,Nerval SAS,"0,0101%","273.358,35 €",300.000,"2,88%",14 apr 2032
MDLZ,Mondelez International Inc.,"0,0101%","272.692,76 €",350.000,"0,75%",17 mar 2033
ASABRE,Asahi Group Holdings Ltd.,"0,01%","272.213,70 €",300.000,"0,34%",19 apr 2027
BFCM,Banque Federative du Credit Mutuel SA,"0,01%","271.610,26 €",300.000,"1,88%",18 giu 2029
ENIIM,Eni SPA,"0,01%","271.600,40 €",300.000,"1,13%",19 set 2028
ALFASS,Alfa Laval Treasury International AB,"0,01%","271.561,38 €",300.000,"1,38%",18 feb 2029
LLY,Eli Lilly & Co.,"0,01%","271.141,83 €",346.000,"0,50%",14 set 2033
CL,Colgate-Palmolive Co.,"0,01%","270.373,68 €",400.000,"0,88%",12 nov 2039
CMARK,Credit Mutuel Arkea SA,"0,01%","270.233,89 €",300.000,"1,25%",11 giu 2029
NESNVX,Nestle Finance International Ltd.,"0,0099%","269.698,70 €",300.000,"0,13%",12 nov 2027
PKNPW,ORLEN SA,"0,0099%","269.505,60 €",300.000,"1,13%",27 mag 2028
KERFP,Kering SA,"0,0099%","269.284,74 €",300.000,"0,75%",13 mag 2028
ABESM,Abertis Infraestructuras SA,"0,0099%","269.075,50 €",300.000,"1,63%",15 lug 2029
BPCEGP,BPCE SA,"0,0099%","268.834,99 €",300.000,"1,00%",05 ott 2028
PEP,PepsiCo Inc.,"0,0099%","268.760,09 €",450.000,"1,05%",09 ott 2050
KKR,KKR Group Finance Co. V LLC,"0,0099%","268.538,82 €",300.000,"1,63%",22 mag 2029
AARB,Aareal Bank AG,"0,0099%","268.518,35 €",300.000,"0,50%",07 apr 2027
ANNGR,Vonovia SE,"0,0099%","268.212,14 €",300.000,"0,63%",07 ott 2027
WSTPNZ,Westpac Securities NZ Ltd./London,"0,0099%","268.015,09 €",300.000,"0,10%",13 lug 2027
,Neste Oyj,"0,0099%","267.095,12 €",300.000,"0,75%",25 mar 2028
ENGIFP,Engie SA,"0,0098%","267.056,97 €",300.000,"2,13%",30 mar 2032
