Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
SKGl,Smurfit Kappa Group plc,"0,0185%",Containers and Packaging,IE,"1.006.040,60 USD",20.685
LNT,Alliant Energy Corp.,"0,0185%",Conventional Electricity,US,"1.005.445,23 USD",19.527
KPN,Koninklijke KPN NV,"0,0185%",Telecommunications Services,NL,"1.002.269,30 USD",268.072
NICE,Nice Ltd.,"0,0184%",Telecommunications Equipment,IL,"998.139,91 USD",5.259
MG,Magna International Inc.,"0,0182%",Auto Parts,CA,"989.074,98 USD",21.866
PKO,Powszechna Kasa Oszczednosci Bank Polski SA,"0,0182%",Banks,PL,"986.805,34 USD",65.449
MRU,Metro Inc./CN,"0,0181%",Food Retailers and Wholesalers,CA,"985.805,13 USD",18.502
BNZL,Bunzl plc,"0,0181%",Diversified Industrials,GB,"984.021,42 USD",26.324
HST,Host Hotels & Resorts Inc.,"0,0181%",Hotel and Lodging REITs,US,"983.955,18 USD",54.847
IPG,Interpublic Group of Cos. Inc.,"0,0181%",Media Agencies,US,"983.731,83 USD",31.359
TECH,Bio-Techne Corp.,"0,0181%",Medical Supplies,US,"981.779,61 USD",12.719
AKZA,Akzo Nobel NV,"0,0181%",Specialty Chemicals,NL,"981.300,99 USD",14.093
7309,Shimano Inc.,"0,0181%",Recreational Products,JP,"980.877,53 USD",6.000
S32,South32 Ltd.,"0,018%",General Mining,AU,"976.139,42 USD",369.715
8697,Japan Exchange Group Inc.,"0,0179%",Investment Services,JP,"971.080,21 USD",41.400
051910,LG Chem Ltd.,"0,0178%",Electrical Components,KR,"969.541,37 USD",3.819
PODD,Insulet Corp.,"0,0178%",Medical Equipment,US,"969.229,30 USD",5.470
BBWI,Bath & Body Works Inc.,"0,0178%",Specialty Retailers,US,"966.499,52 USD",18.608
BAM,Brookfield Asset Management Ltd. Class A,"0,0177%",Asset Managers and Custodians,CA,"963.875,22 USD",24.559
HEI.A,HEICO Corp. Class A,"0,0177%",Aerospace,US,"963.143,78 USD",5.483
CARL B,Carlsberg AS Class B,"0,0177%",Brewers,DK,"962.167,46 USD",7.116
SHB A,Svenska Handelsbanken AB Class A,"0,0177%",Banks,SE,"961.714,68 USD",102.540
,Air Liquide SA,"0,0177%",Specialty Chemicals,FR,"961.317,49 USD",4.907
BIRG,Bank of Ireland Group plc,"0,0177%",Banks,IE,"961.287,05 USD",84.212
EMN,Eastman Chemical Co.,"0,0177%",Chemicals: Diversified,US,"960.203,08 USD",9.476
EVRG,Evergy Inc.,"0,0176%",Conventional Electricity,US,"957.205,92 USD",17.512
4911,Shiseido Co. Ltd.,"0,0176%",Cosmetics,JP,"955.322,79 USD",30.200
4307,Nomura Research Institute Ltd.,"0,0176%",Computer Services,JP,"954.872,07 USD",35.693
JNPR,Juniper Networks Inc.,"0,0175%",Telecommunications Equipment,US,"952.174,98 USD",26.694
5802,Sumitomo Electric Industries Ltd.,"0,0175%",Auto Parts,JP,"952.092,65 USD",58.800
ROL,Rollins Inc.,"0,0175%",Consumer Services: Misc.,US,"951.494,25 USD",20.825
LISN,Chocoladefabriken Lindt & Spruengli AG,"0,0175%",Food Products,CH,"950.617,97 USD",8
JKHY,Jack Henry & Associates Inc.,"0,0175%",Transaction Processing Services,US,"950.203,60 USD",5.770
UHS,Universal Health Services Inc. Class B,"0,0175%",Health Care Facilities,US,"949.569,40 USD",5.003
RNR,RenaissanceRe Holdings Ltd.,"0,0173%",Reinsurance,BM,"941.973,24 USD",4.134
RNO,Renault SA,"0,0173%",Automobiles,FR,"940.260,62 USD",16.165
ORSTED,Orsted AS,"0,0173%",Alternative Electricity,DK,"939.837,79 USD",15.415
1,CK Hutchison Holdings Ltd.,"0,0172%",Diversified Industrials,KY,"936.839,18 USD",192.368
ORG,Origin Energy Ltd.,"0,0172%",Multi-Utilities,AU,"935.281,11 USD",138.011
EDP,EDP - Energias de Portugal SA,"0,0172%",Alternative Electricity,PT,"932.975,19 USD",230.343
9735,Secom Co. Ltd.,"0,0172%",Security Services,JP,"932.769,10 USD",15.000
SN.,Smith & Nephew plc,"0,0171%",Medical Equipment,GB,"931.181,25 USD",73.846
ABF,Associated British Foods plc,"0,0171%",Food Products,GB,"931.012,20 USD",28.676
TPL,Texas Pacific Land Corp.,"0,0171%",Oil: Crude Producers,US,"930.679,65 USD",1.515
BAP,Credicorp Ltd.,"0,0171%",Banks,BM,"930.586,28 USD",5.629
086790,Hana Financial Group Inc.,"0,0171%",Banks,KR,"929.766,93 USD",20.864
SJM,J M Smucker Co.,"0,017%",Food Products,US,"925.942,16 USD",8.294
AGN,Aegon Ltd.,"0,017%",Life Insurance,BM,"921.609,16 USD",142.823
EDEN,Edenred SE,"0,0169%",Transaction Processing Services,FR,"919.185,55 USD",19.668
LKQ,LKQ Corp.,"0,0168%",Auto Parts,US,"912.666,30 USD",21.210
WPP,WPP plc,"0,0168%",Media Agencies,JE,"912.493,49 USD",87.744
FPH,Fisher & Paykel Healthcare Corp. Ltd.,"0,0168%",Medical Equipment,NZ,"911.586,72 USD",50.295
KMX,CarMax Inc.,"0,0168%",Specialty Retailers,US,"910.358,82 USD",12.957
ELS,Equity LifeStyle Properties Inc.,"0,0168%",Residential REITs,US,"910.290,54 USD",14.502
EXO,EXOR NV,"0,0168%",Diversified Financial Services,NL,"909.975,32 USD",8.146
LISP,Chocoladefabriken Lindt & Spruengli AG,"0,0167%",Food Products,CH,"908.695,89 USD",78
TRN,Terna - Rete Elettrica Nazionale,"0,0167%",Conventional Electricity,IT,"907.652,90 USD",108.273
,L'Oreal SA,"0,0167%",Cosmetics,FR,"906.016,35 USD",1.846
WBA,Walgreens Boots Alliance Inc.,"0,0167%",Drug Retailers,US,"905.805,90 USD",55.845
2503,Kirin Holdings Co. Ltd.,"0,0166%",Brewers,JP,"903.799,04 USD",65.300
MGM,MGM Resorts International,"0,0166%",Casinos and Gambling,US,"901.414,80 USD",22.440
CPU,Computershare Ltd.,"0,0166%",Diversified Financial Services,AU,"899.306,86 USD",50.951
SCG,Scentre Group,"0,0165%",Retail REITs,AU,"898.455,50 USD",428.876
IMO,Imperial Oil Ltd.,"0,0165%",Integrated Oil and Gas,CA,"896.840,77 USD",12.695
BESI,BE Semiconductor Industries NV,"0,0165%",Semiconductors,NL,"896.483,04 USD",6.117
6506,Yaskawa Electric Corp.,"0,0165%",Machinery: Industrial,JP,"895.316,43 USD",23.500
EPI A,Epiroc AB Class A,"0,0165%",Machinery: Construction and Handling,SE,"894.974,83 USD",43.039
ACS,ACS Actividades de Construccion y Servicios SA,"0,0164%",Construction,ES,"892.752,79 USD",19.999
9104,Mitsui OSK Lines Ltd.,"0,0164%",Marine Transportation,JP,"890.693,31 USD",27.000
DOCU,DocuSign Inc.,"0,0164%",Software,US,"890.400,84 USD",16.266
APA,APA Corp.,"0,0163%",Oil: Crude Producers,US,"887.507,10 USD",29.070
ALLY,Ally Financial Inc.,"0,0163%",Consumer Lending,US,"886.567,50 USD",22.750
NST,Northern Star Resources Ltd.,"0,0163%",Gold Mining,AU,"885.337,89 USD",92.769
2801,Kikkoman Corp.,"0,0162%",Food Products,JP,"880.880,08 USD",76.100
823,Link REIT,"0,0162%",Retail REITs,HK,"880.608,95 USD",210.040
7532,Pan Pacific International Holdings Corp.,"0,0162%",Diversified Retailers,JP,"878.586,02 USD",34.200
HLMA,Halma plc,"0,0162%",Electronic Equipment: Gauges and Meters,GB,"877.280,66 USD",30.954
ADM,Admiral Group plc,"0,0161%",Property and Casualty Insurance,GB,"872.504,84 USD",25.250
REG,Regency Centers Corp.,"0,0161%",Retail REITs,US,"872.371,20 USD",14.208
MOS,Mosaic Co.,"0,016%",Fertilizers,US,"867.988,59 USD",28.063
INCY,Incyte Corp.,"0,016%",Biotechnology,US,"866.387,68 USD",14.992
ALLE,Allegion plc,"0,0159%",Electronic Equipment: Control and Filter,IE,"861.023,76 USD",7.068
9021,West Japan Railway Co.,"0,0158%",Railroads,JP,"860.616,14 USD",43.098
8601,Daiwa Securities Group Inc.,"0,0158%",Investment Services,JP,"859.076,65 USD",109.400
3,Hong Kong & China Gas Co. Ltd.,"0,0158%",Gas Distribution,HK,"856.483,45 USD",1.103.883
MRO,Melrose Industries plc,"0,0157%",Aerospace,GB,"855.219,22 USD",109.079
7832,Bandai Namco Holdings Inc.,"0,0157%",Toys,JP,"850.522,77 USD",46.700
SCCO,Southern Copper Corp.,"0,0157%",Copper,US,"850.458,47 USD",7.169
012330,Hyundai Mobis Co. Ltd.,"0,0156%",Auto Parts,KR,"849.293,27 USD",5.482
SRG,Snam SPA,"0,0156%",Pipelines,IT,"846.770,00 USD",179.352
WTC,WiseTech Global Ltd.,"0,0155%",Software,AU,"843.939,82 USD",13.127
SAB,Banco de Sabadell SA,"0,0154%",Banks,ES,"838.998,48 USD",398.681
FBK,FinecoBank Banca Fineco SPA,"0,0154%",Banks,IT,"837.147,81 USD",51.946
CRL,Charles River Laboratories International Inc.,"0,0154%",Biotechnology,US,"836.469,72 USD",4.013
HEIO,Heineken Holding NV,"0,0154%",Brewers,NL,"836.319,96 USD",10.258
RPRX,Royalty Pharma plc Class A,"0,0153%",Pharmaceuticals,GB,"833.264,00 USD",30.400
IAG,Insurance Australia Group Ltd.,"0,0153%",Property and Casualty Insurance,AU,"829.073,90 USD",201.070
BT.A,BT Group plc,"0,0153%",Telecommunications Services,GB,"828.426,49 USD",498.212
CNH,CNH Industrial NV,"0,0152%",Machinery: Agricultural,NL,"828.252,48 USD",78.433
HM B,H & M Hennes & Mauritz AB Class B,"0,0152%",Apparel Retailers,SE,"826.104,59 USD",46.812
992,Lenovo Group Ltd.,"0,0152%",Computer Hardware,HK,"826.080,90 USD",576.000
ANTO,Antofagasta plc,"0,0151%",Copper,GB,"818.289,72 USD",29.174
TLS,Telstra Group Ltd.,"0,015%",Telecommunications Services,AU,"815.704,06 USD",353.467
ALV,Autoliv Inc.,"0,015%",Auto Parts,US,"812.110,62 USD",6.366
NLY,Annaly Capital Management Inc.,"0,0149%",Mortgage REITs: Residential,US,"811.127,80 USD",41.174
BAMI,Banco BPM SPA,"0,0149%",Banks,IT,"811.099,02 USD",113.135
QRVO,Qorvo Inc.,"0,0149%",Semiconductors,US,"809.159,36 USD",8.224
6988,Nitto Denko Corp.,"0,0149%",Specialty Chemicals,JP,"809.106,24 USD",10.600
CHRW,CH Robinson Worldwide Inc.,"0,0149%",Trucking,US,"807.473,13 USD",9.349
GALP,Galp Energia SGPS SA,"0,0148%",Integrated Oil and Gas,PT,"804.954,52 USD",38.389
9613,NTT Data Group Corp.,"0,0148%",Computer Services,JP,"804.646,98 USD",52.500
1COV,Covestro AG,"0,0148%",Specialty Chemicals,DE,"802.765,46 USD",14.972
WYNN,Wynn Resorts Ltd.,"0,0148%",Casinos and Gambling,US,"802.210,40 USD",8.455
FFIV,F5 Inc.,"0,0148%",Computer Services,US,"802.100,59 USD",4.747
BCE,BCE Inc.,"0,0147%",Telecommunications Services,CA,"799.566,43 USD",23.379
CTLT,Catalent Inc.,"0,0147%",Pharmaceuticals,US,"797.382,96 USD",14.824
TFX,Teleflex Inc.,"0,0146%",Medical Supplies,US,"794.256,93 USD",3.799
WN,George Weston Ltd.,"0,0146%",Food Retailers and Wholesalers,CA,"794.078,13 USD",5.590
BVI,Bureau Veritas SA,"0,0146%",Professional Business Support Services,FR,"791.940,42 USD",26.431
BNR,Brenntag SE,"0,0146%",Chemicals: Diversified,DE,"790.485,37 USD",11.036
035720,Kakao Corp.,"0,0145%",Consumer Digital Services,KR,"787.940,85 USD",25.195
BOL,Boliden AB,"0,0145%",General Mining,SE,"787.923,17 USD",22.592
27,Galaxy Entertainment Group Ltd.,"0,0145%",Casinos and Gambling,HK,"786.108,25 USD",164.000
MB,Mediobanca Banca di Credito Finanziario SPA,"0,0145%",Diversified Financial Services,IT,"784.961,49 USD",49.798
WRT1V,Wartsila OYJ Abp,"0,0144%",Machinery: Engines,FI,"784.003,83 USD",37.604
HII,Huntington Ingalls Industries Inc.,"0,0144%",Defense,US,"782.332,10 USD",3.091
ITRK,Intertek Group plc,"0,0144%",Professional Business Support Services,GB,"781.808,85 USD",12.857
SCHP,Schindler Holding AG,"0,0144%",Machinery: Industrial,CH,"781.471,82 USD",3.018
LDO,Leonardo SPA,"0,0144%",Defense,IT,"780.268,02 USD",30.494
9501,Tokyo Electric Power Co. Holdings Inc.,"0,0143%",Conventional Electricity,JP,"776.696,94 USD",129.900
HRL,Hormel Foods Corp.,"0,0142%",Food Products,US,"773.353,74 USD",24.963
11,Hang Seng Bank Ltd.,"0,0142%",Banks,HK,"771.812,59 USD",55.600
TWLO,Twilio Inc. Class A,"0,0142%",Software,US,"771.628,20 USD",13.443
CNA,Centrica plc,"0,0142%",Multi-Utilities,GB,"769.053,61 USD",426.727
EPAM,EPAM Systems Inc.,"0,0142%",Computer Services,US,"768.835,53 USD",4.321
NWSA,News Corp. Class A,"0,0141%",Publishing,US,"767.709,65 USD",28.235
CG,Carlyle Group Inc.,"0,014%",Asset Managers and Custodians,US,"761.723,76 USD",17.731
9532,Osaka Gas Co. Ltd.,"0,014%",Gas Distribution,JP,"761.475,07 USD",33.500
URW,Unibail-Rodamco-Westfield,"0,014%",Retail REITs,FR,"759.797,13 USD",8.677
PKN,ORLEN SA,"0,014%",Oil Refining and Marketing,PL,"758.415,77 USD",46.970
6869,Sysmex Corp.,"0,0139%",Medical Equipment,JP,"757.070,22 USD",44.400
DOX,Amdocs Ltd.,"0,0139%",Software,GG,"754.766,00 USD",9.554
NHY,Norsk Hydro ASA,"0,0139%",Aluminum,NO,"752.721,57 USD",111.460
GNRC,Generac Holdings Inc.,"0,0138%",Machinery: Engines,US,"751.801,47 USD",5.107
TAP,Molson Coors Beverage Co. Class B,"0,0138%",Brewers,US,"751.445,10 USD",13.710
7272,Yamaha Motor Co. Ltd.,"0,0138%",Recreational Vehicles and Boats,JP,"750.914,76 USD",77.000
AUTO,Auto Trader Group plc,"0,0138%",Consumer Digital Services,GB,"749.762,18 USD",72.149
5713,Sumitomo Metal Mining Co. Ltd.,"0,0138%",Nonferrous Metals,JP,"748.639,79 USD",23.000
MNDI,Mondi plc,"0,0137%",Containers and Packaging,GB,"745.080,81 USD",37.489
QIAd,QIAGEN NV,"0,0137%",Medical Supplies,NL,"743.719,99 USD",17.401
BXP,Boston Properties Inc.,"0,0137%",Office REITs,US,"742.115,44 USD",12.232
8795,T&D Holdings Inc.,"0,0136%",Life Insurance,JP,"738.986,60 USD",41.100
FME,Fresenius Medical Care AG,"0,0136%",Health Care Services,DE,"738.769,70 USD",17.369
373220,LG Energy Solution Ltd.,"0,0136%",Electrical Components,KR,"736.325,88 USD",3.080
9502,Chubu Electric Power Co. Inc.,"0,0136%",Conventional Electricity,JP,"736.206,05 USD",53.400
NESTE,Neste Oyj,"0,0135%",Oil Refining and Marketing,FI,"735.903,87 USD",35.187
5411,JFE Holdings Inc.,"0,0135%",Iron and Steel,JP,"732.414,01 USD",48.400
7912,Dai Nippon Printing Co. Ltd.,"0,0134%",Forms and Bulk Printing Services,JP,"730.370,04 USD",23.500
SCA B,Svenska Cellulosa AB SCA Class B,"0,0134%",Forestry,SE,"728.361,20 USD",47.624
IMCD,Imcd Nv,"0,0134%",Specialty Chemicals,NL,"727.153,33 USD",4.805
207940,Samsung Biologics Co. Ltd.,"0,0134%",Biotechnology,KR,"725.492,04 USD",1.376
H,Hydro One Ltd.,"0,0133%",Conventional Electricity,CA,"722.183,55 USD",25.075
PNW,Pinnacle West Capital Corp.,"0,0132%",Conventional Electricity,US,"716.048,80 USD",9.080
STERV,Stora Enso Oyj,"0,0132%",Paper,FI,"714.545,20 USD",49.083
EPI B,Epiroc AB Class B,"0,0131%",Machinery: Construction and Handling,SE,"712.718,44 USD",38.166
FGR,Eiffage SA,"0,013%",Construction,FR,"705.483,88 USD",6.412
CPB,Campbell Soup Co.,"0,013%",Food Products,US,"704.843,16 USD",15.882
FBIN,Fortune Brands Innovations Inc.,"0,013%",Building Materials: Other,US,"704.173,06 USD",10.051
HSIC,Henry Schein Inc.,"0,0129%",Medical Supplies,US,"702.552,88 USD",10.132
BWA,BorgWarner Inc.,"0,0128%",Auto Parts,US,"697.723,56 USD",19.566
UU.,United Utilities Group plc,"0,0128%",Water,GB,"696.717,43 USD",53.860
BF.B,Brown-Forman Corp. Class B,"0,0128%",Distillers and Vintners,US,"696.338,24 USD",15.184
RO,Roche Holding AG (Bearer),"0,0128%",Pharmaceuticals,CH,"696.065,18 USD",2.484
MTCH,Match Group Inc.,"0,0127%",Consumer Digital Services,US,"692.452,41 USD",22.607
SAAB B,Saab AB Class B,"0,0127%",Aerospace,SE,"691.204,81 USD",28.688
ENX,Euronext NV,"0,0127%",Investment Services,NL,"690.020,65 USD",7.035
MIN,Mineral Resources Ltd.,"0,0127%",General Mining,AU,"689.794,37 USD",14.474
7936,Asics Corp.,"0,0126%",Footwear,JP,"686.499,73 USD",12.400
6479,MINEBEA MITSUMI Inc.,"0,0126%",Electrical Components,JP,"686.285,91 USD",32.800
A5G,AIB Group plc,"0,0126%",Banks,IE,"685.720,67 USD",121.006
CA,Carrefour SA,"0,0126%",Food Retailers and Wholesalers,FR,"684.399,61 USD",42.057
ASX,ASX Ltd.,"0,0126%",Investment Services,AU,"682.528,14 USD",16.460
SVT,Severn Trent plc,"0,0125%",Water,GB,"680.115,01 USD",22.388
TREL B,Trelleborg AB Class B,"0,0125%",Machinery: Industrial,SE,"679.424,09 USD",17.471
PSON,Pearson plc,"0,0124%",Publishing,GB,"672.874,78 USD",55.748
EN,Bouygues SA,"0,0123%",Construction,FR,"668.490,76 USD",17.105
3407,Asahi Kasei Corp.,"0,0123%",Chemicals: Diversified,JP,"667.265,90 USD",102.300
9531,Tokyo Gas Co. Ltd.,"0,0123%",Gas Distribution,JP,"666.215,92 USD",29.700
9843,Nitori Holdings Co. Ltd.,"0,0122%",Home Improvement Retailers,JP,"663.209,14 USD",6.000
RED,Redeia Corp. SA,"0,0122%",Conventional Electricity,ES,"661.366,86 USD",36.833
GWO,Great-West Lifeco Inc.,"0,0121%",Life Insurance,CA,"658.146,56 USD",21.946
6,Power Assets Holdings Ltd.,"0,0121%",Conventional Electricity,HK,"655.863,54 USD",118.500
CRDA,Croda International plc,"0,012%",Chemicals: Diversified,GB,"654.333,11 USD",11.320
SOLV,Solventum Corp.,"0,012%",Medical Supplies,US,"650.366,40 USD",10.960
ETSY,Etsy Inc.,"0,012%",Diversified Retailers,US,"649.234,63 USD",10.229
7202,Isuzu Motors Ltd.,"0,0119%",Commercial Vehicles and Parts,JP,"645.867,19 USD",48.400
A17U,CapitaLand Ascendas REIT,"0,0119%",Diversified REITs,SG,"644.540,82 USD",333.803
1802,Obayashi Corp.,"0,0119%",Construction,JP,"643.808,90 USD",55.300
AGS,Ageas SA/NV,"0,0118%",Life Insurance,BE,"641.779,79 USD",12.936
BALN,Baloise Holding AG,"0,0118%",Full Line Insurance,CH,"641.295,68 USD",3.711
CAR,CAR Group Ltd.,"0,0118%",Consumer Digital Services,AU,"640.628,01 USD",27.609
028260,Samsung C&T Corp.,"0,0118%",Construction,KR,"640.494,31 USD",6.564
DAL,Delta Air Lines Inc.,"0,0118%",Airlines,US,"639.892,84 USD",12.542
066570,LG Electronics Inc.,"0,0118%",Household Appliance,KR,"639.601,31 USD",8.450
DVA,DaVita Inc.,"0,0118%",Health Care Facilities,US,"639.530,64 USD",4.347
WISE,Wise plc,"0,0117%",Transaction Processing Services,GB,"637.550,38 USD",61.479
S68,Singapore Exchange Ltd.,"0,0117%",Investment Services,SG,"635.117,26 USD",89.800
4684,Obic Co. Ltd.,"0,0117%",Computer Services,JP,"635.009,07 USD",4.900
PAYC,Paycom Software Inc.,"0,0117%",Software,US,"633.159,24 USD",4.357
SPX,Spirax-Sarco Engineering plc,"0,0117%",Machinery: Industrial,GB,"633.007,01 USD",5.580
6586,Makita Corp.,"0,0116%",Machinery: Tools,JP,"630.921,76 USD",21.400
MKTX,MarketAxess Holdings Inc.,"0,0116%",Investment Services,US,"630.409,17 USD",3.169
HEN,Henkel AG & Co. KGaA,"0,0116%",Household Equipment and Products,DE,"630.252,46 USD",7.888
RIVN,Rivian Automotive Inc. Class A,"0,0116%",Automobiles,US,"627.594,24 USD",57.472
SKF B,Skf Ab,"0,0115%",Metal Fabricating,SE,"627.298,10 USD",28.772
EXAS,Exact Sciences Corp.,"0,0115%",Biotechnology,US,"626.710,05 USD",13.789
SHL,Sonic Healthcare Ltd.,"0,0115%",Medical Services,AU,"626.013,77 USD",38.689
DAY,Dayforce Inc.,"0,0115%",Software,US,"625.273,32 USD",12.642
7701,Shimadzu Corp.,"0,0114%",Electronic Equipment: Gauges and Meters,JP,"618.697,38 USD",23.900
AKRBP,Aker BP ASA,"0,0114%",Oil: Crude Producers,NO,"617.533,73 USD",24.117
ICG,Intermediate Capital Group plc,"0,0113%",Asset Managers and Custodians,GB,"615.217,61 USD",20.918
LEA,Lear Corp.,"0,0113%",Auto Parts,US,"614.591,05 USD",4.903
CZR,Caesars Entertainment Inc.,"0,0113%",Casinos and Gambling,US,"613.801,16 USD",17.261
ABN,ABN AMRO Bank NV,"0,0113%",Banks,NL,"613.224,06 USD",36.094
VOYA,Voya Financial Inc.,"0,0113%",Asset Managers and Custodians,US,"611.867,40 USD",8.070
NXT,NEXTDC Ltd.,"0,0113%",Computer Services,AU,"611.095,32 USD",51.651
1812,Kajima Corp.,"0,0112%",Construction,JP,"610.721,63 USD",36.100
C6L,Singapore Airlines Ltd.,"0,0112%",Airlines,SG,"610.637,27 USD",121.920
FRT,Federal Realty Investment Trust,"0,0112%",Retail REITs,US,"610.444,65 USD",6.047
T,TELUS Corp.,"0,0112%",Telecommunications Services,CA,"610.001,14 USD",37.105
8473,SBI Holdings Inc.,"0,0112%",Investment Services,JP,"607.445,35 USD",23.500
J36,Jardine Matheson Holdings Ltd.,"0,0112%",Diversified Industrials,BM,"607.200,00 USD",16.500
MOWI,Mowi ASA,"0,0111%","Farming, Fishing, Ranching and Plantatio",NO,"605.503,02 USD",33.859
SMIN,Smiths Group plc,"0,0111%",Diversified Industrials,GB,"605.050,52 USD",27.597
NIBE B,Nibe Industrier AB Class B,"0,0111%",Building: Climate Control,SE,"604.283,40 USD",119.059
MKS,Marks & Spencer Group plc,"0,0111%",Food Retailers and Wholesalers,GB,"603.994,17 USD",157.083
BKG,Berkeley Group Holdings plc,"0,0111%",Home Construction,GB,"603.643,46 USD",9.048
316140,Woori Financial Group Inc.,"0,0111%",Banks,KR,"603.387,88 USD",58.957
VIV,Vivendi SE,"0,0111%",Radio and TV Broadcasters,FR,"601.987,23 USD",54.903
ERF,Eurofins Scientific SE,"0,0111%",Medical Services,LU,"600.988,15 USD",10.000
GL,Globe Life Inc.,"0,011%",Life Insurance,US,"598.189,28 USD",7.228
METSO,Metso Oyj,"0,011%",Machinery: Construction and Handling,FI,"597.687,05 USD",49.201
TEP,Teleperformance SE,"0,011%",Professional Business Support Services,FR,"596.944,08 USD",5.267
AC,Accor SA,"0,011%",Hotels and Motels,FR,"595.914,38 USD",13.761
TEN,Tenaris SA,"0,0109%",Oil Equipment and Services,LU,"593.935,21 USD",36.244
RXL,Rexel SA,"0,0109%",Electrical Components,FR,"593.485,55 USD",19.658
CON,Continental AG,"0,0109%",Auto Parts,DE,"593.244,79 USD",8.780
MTN,Vail Resorts Inc.,"0,0109%",Hotels and Motels,US,"590.693,60 USD",3.130
BN4,Keppel Ltd.,"0,0109%",Multi-Utilities,SG,"590.616,26 USD",118.800
5019,Idemitsu Kosan Co. Ltd.,"0,0108%",Integrated Oil and Gas,JP,"587.693,60 USD",86.070
BME,B&M European Value Retail SA,"0,0108%",Diversified Retailers,LU,"585.806,07 USD",84.485
SPSN,Swiss Prime Site AG,"0,0108%",Real Estate Holding and Development,CH,"584.849,75 USD",6.334
BMW3,Bayerische Motoren Werke AG Preference Shares,"0,0107%",Automobiles,DE,"583.575,57 USD",6.081
TRYG,Tryg A/S,"0,0107%",Full Line Insurance,DK,"583.135,63 USD",28.375
1113,CK Asset Holdings Ltd.,"0,0107%",Real Estate Holding and Development,KY,"582.988,83 USD",147.842
7911,TOPPAN Holdings Inc.,"0,0107%",Forms and Bulk Printing Services,JP,"581.369,37 USD",22.447
005385,Hyundai Motor Co. Preference Shares,"0,0107%",Automobiles,KR,"580.118,02 USD",5.236
9697,Capcom Co. Ltd.,"0,0106%",Electronic Entertainment,JP,"577.619,40 USD",31.300
FMC,FMC Corp.,"0,0106%",Fertilizers,US,"576.830,80 USD",9.464
DCC,DCC plc,"0,0105%",Industrial Suppliers,IE,"572.750,79 USD",7.906
TLC,Lottery Corp. Ltd.,"0,0105%",Casinos and Gambling,AU,"571.812,20 USD",176.551
000810,Samsung Fire & Marine Insurance Co. Ltd.,"0,0105%",Property and Casualty Insurance,KR,"569.863,13 USD",2.264
BEN,Franklin Resources Inc.,"0,0105%",Asset Managers and Custodians,US,"569.468,00 USD",24.130
4755,Rakuten Group Inc.,"0,0105%",Consumer Digital Services,JP,"568.595,88 USD",109.500
WTB,Whitbread plc,"0,0105%",Hotels and Motels,GB,"568.062,06 USD",15.109
7186,Concordia Financial Group Ltd.,"0,0104%",Banks,JP,"567.379,17 USD",94.400
4612,Nippon Paint Holdings Co. Ltd.,"0,0104%",Paints and Coatings,JP,"566.136,85 USD",84.168
SMDS,DS Smith plc,"0,0104%",Containers and Packaging,GB,"566.021,47 USD",116.684
NVMI,Nova Ltd.,"0,0104%",Production Technology Equipment,IL,"565.041,91 USD",2.627
3402,Toray Industries Inc.,"0,0104%",Chemicals and Synthetic Fibers,JP,"564.053,84 USD",112.800
SGP,Stockland,"0,0103%",Residential REITs,AU,"562.048,69 USD",187.805
BEIJ B,Beijer Ref AB Class B,"0,0103%",Machinery: Specialty,SE,"561.822,45 USD",34.727
TEL,Telenor ASA,"0,0103%",Telecommunications Services,NO,"559.868,21 USD",48.035
7201,Nissan Motor Co. Ltd.,"0,0103%",Automobiles,JP,"558.950,78 USD",157.300
9766,Konami Group Corp.,"0,0103%",Electronic Entertainment,JP,"558.210,57 USD",8.000
SBRY,J Sainsbury plc,"0,0103%",Food Retailers and Wholesalers,GB,"558.171,02 USD",158.153
7735,SCREEN Holdings Co. Ltd.,"0,0102%",Production Technology Equipment,JP,"553.813,36 USD",5.800
4188,Mitsubishi Chemical Group Corp.,"0,0102%",Chemicals: Diversified,JP,"553.465,21 USD",104.700
MPL,Medibank Pvt Ltd.,"0,0102%",Life Insurance,AU,"552.938,32 USD",223.501
EMSN,EMS-Chemie Holding AG,"0,0102%",Specialty Chemicals,CH,"552.546,69 USD",670
TW.,Taylor Wimpey plc,"0,0101%",Home Construction,GB,"550.625,69 USD",293.900
ASRNL,ASR Nederland NV,"0,0101%",Full Line Insurance,NL,"550.451,30 USD",11.420
PLS,Pilbara Minerals Ltd.,"0,0101%",General Mining,AU,"550.095,12 USD",218.245
6504,Fuji Electric Co. Ltd.,"0,0101%",Electrical Components,JP,"549.239,94 USD",9.235
9005,Tokyu Corp.,"0,0101%",Diversified Retailers,JP,"548.824,33 USD",47.000
ORK,Orkla ASA,"0,0101%",Food Products,NO,"548.627,67 USD",68.958
UHR,Swatch Group AG (Bearer),"0,0101%",Luxury Items,CH,"548.309,21 USD",2.561
ORI,Orica Ltd.,"0,0101%",General Mining,AU,"546.841,70 USD",44.883
Z,Zillow Group Inc. Class C,"0,0101%",Real Estate Services,US,"546.273,00 USD",13.340
3099,Isetan Mitsukoshi Holdings Ltd.,"0,01%",Diversified Retailers,JP,"545.765,38 USD",26.300
OMV,OMV AG,"0,01%",Integrated Oil and Gas,AT,"545.402,83 USD",10.865
